btc_obv_1,btc_sma5_1,btc_bias6_1,btc_psy12_1,btc_asy5_1,btc_asy4_1,btc_asy3_1,btc_asy2_1,btc_asy1_1,btc_open_0,google_trend_2,google_trend_3,wikipedia_trend_2,class_y0
523113.865260549,422.088,421.365,58.3333333333,0.2937035957,0.3378229207,0.3072800808,0.1464648705,-0.3790603383,423.6,11,10,5224.5230016285,1
526977.664782809,423.412,422.55,58.3333333333,0.3140854491,0.2852439513,0.1706884346,-0.0799623877,0.2191355629,424.4,11,10,5474.8357574061,1
531383.9056452,425.294,424.4183333333,58.3333333333,0.4431075075,0.396656759,0.3048789856,0.6468486475,1.074561732,429.29,11,10,4959.094741275,1
533232.29840734,426.894,426.1933333333,66.6666666667,0.3749904784,0.3007405782,0.5273408837,0.6814435441,0.2883253561,430.18,10,11,4330.2897509158,0
531729.435347789,427.27,426.9816666667,58.3333333333,0.0881637143,0.2049697275,0.2002477823,-0.2369091925,-0.7621437411,427.15,10,11,3497.7277588729,1
534909.866119699,428.112,427.415,66.6666666667,0.1976379527,0.1922635502,-0.1018358438,-0.2969164437,0.1683108537,428.14,10,11,3833.2919604589,1
538708.103585639,430.266,429.365,75,0.5006711264,0.357198475,0.3801561812,0.9513061424,1.7343014312,435.7,10,11,4681.5740772607,1
546310.750235569,432.802,432.2433333333,83.3333333333,0.5819727254,0.6553845677,1.127894004,1.6076855791,1.481069727,441.99,10,11,5487.5327812499,1
551731.90656092,436.864,435.835,83.3333333333,0.9215753146,1.3425050785,1.7339031535,1.7337040146,1.9863383022,451,10,11,5080.6233980656,0
546237.46540416,440.92,438.67,75,0.9271245777,1.1168280087,0.9110035345,0.6259704383,-0.7343974256,447.16,10,11,6881.1823031518,1
548487.50061496,445.676,442.7533333333,75,1.0810985624,0.9177978452,0.7300405512,0.1018916757,0.938180777,451.92,11,10,5843.6540690591,1
555590.81316348,450.554,448.0666666667,75,1.0895341518,0.991650258,0.6600875765,1.3573300776,1.7764793782,460.03,11,10,4335.1267123801,1
561198.00180744,454.594,452.5166666667,83.3333333333,0.8934993067,0.6202895578,1.0718518856,1.1386874399,0.5008955017,462.29,11,10,5098.7620035567,1
565827.18729422,457.878,456.7316666667,83.3333333333,0.7152174318,1.0776211461,1.1241012691,0.7979122146,1.0949289275,467.39,11,10,5468.7895555758,0
558742.94742321,457.414,455.795,75,-0.1039102978,-0.3644330665,-1.078070548,-1.8675535729,-4.8300360733,445.39,11,10,5592.7366930985,1
567479.20516344,456.858,456.035,75,-0.1234105973,-0.5983830912,-0.9648092888,-1.994678397,0.8406792793,449.94,11,10,5306.7513465217,1
570461.7459428,456.16,456.8033333333,83.3333333333,-0.1523110302,-0.3156126631,-0.7857931933,1.2363282467,1.631977214,456.53,11,10,5768.0765461794,0
568042.16344335,453.368,454.8616666667,75,-0.6132027481,-1.040235667,0.2230311351,-0.085792937,-1.8035630881,448.43,11,11,4694.8757212875,1
569232.8615943,450.484,453.3066666667,75,-0.6267217122,0.4241068781,0.2852494111,-0.3881144904,1.0273341073,452.99,11,11,3734.1342504407,0
562869.93000384,450.22,449.4133333333,66.6666666667,-0.0593632384,-0.2843738678,-0.9231575618,-0.4829547986,-1.9932437046,444.06,11,11,3986.2608667674,1
568446.84460379,450.514,450.285,66.6666666667,0.0653515447,-0.3263048727,0.1661145325,-0.264495255,1.4642531947,451.18,11,11,53442.982598883,0
565119.2373294,448.534,449.8666666667,66.6666666667,-0.4384780787,-0.0972068264,-0.4720538043,0.2885411459,-0.8871709029,447.36,11,11,26195.7740502902,1
567688.8305302,448.56,448.5283333333,66.6666666667,0.0057979418,-0.2495860996,0.331633102,-0.2346769443,0.4178170144,448.5,11,11,12153.4702992403,1
573228.96942455,449.656,450.2133333333,66.6666666667,0.2404908952,0.7989245452,0.5771483287,1.3093079444,2.2007988745,458.98,11,11,15348.8879665944,0
571224.33256891,452.458,451.0583333333,58.3333333333,0.6212464485,0.410494762,0.8430499836,1.0556664682,-0.089465938,458.97,12,11,10307.5648804263,1
572577.56478859,453.978,453.4166666667,58.3333333333,0.3345074786,0.6399270739,0.7139637604,-0.0294537966,0.0305583448,457.75,12,11,6751.1889637987,1
576114.06867807,456.816,455.1183333333,66.6666666667,0.6255399973,0.677470743,0.1696946991,0.2992750177,0.5679916906,461.49,12,11,6775.9783913032,0
570367.9107349,457.44,455.95,58.3333333333,0.1386487355,-0.3768887992,-0.4726964196,-0.7243238019,-2.0166392943,450.88,12,11,7912.664335414,1
573720.49123936,456.326,456.685,58.3333333333,-0.2444647999,-0.2832145154,-0.3878054688,-0.8657040485,0.2852311973,452.95,12,11,7372.1338917784,1
577173.98363739,455.752,456.1383333333,66.6666666667,-0.125702561,-0.1647677875,-0.4090209468,0.3947882269,0.5043452564,455.2,12,11,6557.1058850436,1
579996.63415663,455.292,455.7783333333,66.6666666667,-0.100643454,-0.2678022401,0.3151434446,0.3300995683,0.1558538802,456.42,12,11,6925.9241966966,0
578618.9158339,454.242,455.3383333333,66.6666666667,-0.2291625809,0.2177065974,0.1951983974,0.0406249679,-0.0746039443,456.3,18,12,5737.2409168445,1
580231.62640041,455.43,454.795,66.6666666667,0.2613381077,0.2553648352,0.1723713615,0.1806301022,0.4358641487,457.56,18,12,7274.1854221263,0
576983.43438199,455.648,455.1916666667,66.6666666667,0.0480753559,-0.0659921193,-0.1399407857,-0.1726092065,-0.7810825616,454,18,12,7133.9135396615,0
573552.95491588,455.224,455.22,58.3333333333,-0.0933634496,-0.155667782,-0.1826890613,-0.4919656662,-0.2028487709,452.96,18,12,6962.8060278619,0
570944.72316219,454.626,454.84,50,-0.1315982434,-0.1458468181,-0.3397504737,-0.1190844298,-0.0353200887,452.47,18,12,5425.8615225801,0
564983.60807639,450.772,451.5716666667,50,-0.8643860408,-1.1894485882,-1.3255705971,-1.8869315101,-3.7385429316,436.3,18,12,6014.1569606757,1
568431.83538654,447.804,449.43,50,-0.6594101524,-0.6289920501,-0.7710398098,-1.1388996704,1.4607435909,442.84,18,12,7357.0183872024,1
570348.27021886,445.666,447.055,50,-0.4765579692,-0.5449852687,-0.7148736621,0.7969609727,0.1331783545,442.72,12,18,5074.5771962352,0
567997.58815557,442.81,444.5216666667,50,-0.6404996386,-0.7917945261,0.1904549424,-0.4446893819,-1.0225571183,438.72,12,18,4026.7704190309,1
570623.18878771,440.824,442.84,50,-0.4433662604,0.3804279074,0.0203226796,-0.0361051578,0.9503468026,442.63,12,18,4283.7339968219,1
573695.9673877,442.358,441.3483333333,50,0.348538249,0.0704869136,0.0495897666,0.585663209,0.2209796155,445.31,12,18,5263.823313526,1
577359.28329865,443.554,443.415,50,0.2683399389,0.302130335,0.7436928194,0.6403658278,1.05975204,448.27,12,18,5407.1182969059,1
581127.78167074,445.306,444.9733333333,58.3333333333,0.3913547103,0.7448326674,0.6763279557,0.9040021258,0.7482522116,452.07,12,18,4973.6056256679,1
593361.98499004,451.956,449.7633333333,58.3333333333,1.4608236755,1.5884428938,2.0442639866,2.5365199598,4.324787708,470.58,12,18,4844.2169064978,1
605930.016113639,467.24,463.1983333333,66.6666666667,3.182927112,3.9234139861,4.8779679682,6.9428258465,9.5608639849,522.13,11,12,4742.0360955645,0
597714.34133415,482.014,475.6733333333,66.6666666667,3.0781864331,3.5827950314,4.527642638,4.6290701029,-0.302723779,517.6,11,12,4544.3252957112,1
603789.11604029,497.802,489.6183333333,75,3.2411944,3.8644299471,3.7109773601,0.7860340477,1.8747918743,527.64,11,12,4332.1036114649,1
615860.297998889,513.756,503.475,83.3333333333,3.2501131426,2.9814445012,0.7883046733,1.3338188995,0.7928459246,532.37,11,12,7705.8842328152,1
621317.24065589,526.736,517.6216666667,83.3333333333,2.5764013625,0.8302857069,1.2079555356,0.8745373662,0.9562288077,536.95,11,12,8333.4799828083,1
625256.59198346,530.454,528.6133333333,83.3333333333,0.7033001627,0.9548061481,0.6481442394,0.5757933967,0.1953579858,538,11,12,6600.6385382223,1
634058.36661816,540.874,537.035,91.6666666667,1.9172955579,1.9279214787,2.3062799968,2.9813055913,5.7672531968,569.93,11,12,5845.4679296082,1
640274.99381126,550.106,546.3616666667,91.6666666667,1.6773334113,1.898455283,2.2125307748,3.2211171693,0.6749811417,573.5,12,11,5748.1240801392,1
645690.92850573,558.52,554.0733333333,91.6666666667,1.5225979475,1.6641902324,2.1538009813,0.3470748735,0.0191686054,573.8,12,11,4730.5483120868,1
650156.44462658,568.03,562.85,91.6666666667,1.6970360122,2.0724555188,0.8408562927,0.9237938682,1.8284191311,584.12,12,11,6831.6034481427,0
643450.52632301,575.938,569.615,83.3333333333,1.4183828781,0.3311652984,0.2165600173,0.3152557233,-1.1979076846,577.48,12,11,6230.6109862032,1
646709.67742813,578.556,577.12,83.3333333333,0.4541510174,0.3989434864,0.5255351134,-0.1259068955,0.9460938936,583.01,12,11,5942.2071588943,0
642938.95916633,578.798,577.965,75,0.0421305681,0.0478710587,-0.5456449654,-0.2195136058,-1.3851211052,576.06,12,11,5759.6118636169,1
646397.52408925,579.618,578.6666666667,83.3333333333,0.1423715992,-0.2791402838,0.0271155165,-0.4323736721,0.520373761,576.53,12,11,5639.8970673754,1
650397.59534322,584.718,584.6816666667,83.3333333333,0.8540435251,1.3670313275,1.5073438055,2.9535762608,5.3867787607,610,16,12,5155.5963007622,1
664535.90214442,603.636,599.2866666667,83.3333333333,3.0334814026,3.5553282798,5.2021447415,7.5430302317,9.6992817027,668.73,16,12,4812.7766569799,1
681816.50611542,627.928,620.445,83.3333333333,3.7847098754,5.0771676206,6.5960989071,7.2007589803,4.7022362579,703.81,16,12,5330.9361538432,0
671183.06561332,649.976,637.4816666667,75,3.5079260646,4.2548141406,3.8774926005,0.9665980494,-2.7690401591,685.25,16,12,7529.9397595512,1
676966.98944118,673.374,657.48,75,3.6864135201,3.2613222099,1.1153357123,-0.6781145605,1.4128110382,695,16,12,6565.5705676061,1
694913.81628818,704.698,688.915,75,4.5706456933,3.2884866909,2.8172368352,5.6103753324,9.8079396266,767.37,16,12,6049.2249312919,0
680226.54545138,719.316,711.4516666667,66.6666666667,2.0645540521,1.4051335007,2.7965247206,3.4883815618,-2.8311765031,745,16,12,6419.857103494,1
686130.01725696,729.384,725.235,66.6666666667,1.3803684312,2.4177205787,2.7526904256,-0.7749341749,1.2813081533,753.47,14,16,6560.7336061418,1
688747.2964656,744.622,734.7266666667,75,2.1085528438,2.2824882952,-0.2259954819,1.0765950286,0.871881904,759.12,14,16,5356.3302015308,0
680771.32538722,751.792,742.3266666667,66.6666666667,1.0059278954,-1.1945750374,-0.6490412155,-1.6142158999,-4.1003137037,725,14,16,5632.0370049959,0
647715.03574292,731.976,737.75,66.6666666667,-2.7678385652,-2.7520040807,-4.096441492,-6.58060319,-9.0608926763,665.36,14,16,7192.5616974162,0
631258.62696372,703.192,710.1966666667,58.3333333333,-4.2917099751,-5.6849645072,-7.8705799776,-9.7557131145,-10.4505335527,600.51,14,16,7241.5359322422,1
655592.70628302,677.208,690.145,58.3333333333,-3.7776983793,-4.9400934501,-5.2200200323,-3.2995837103,3.8513661322,622.59,14,16,5947.6487405416,1
671756.50788552,657.262,674.625,58.3333333333,-2.8076796776,-2.4845211711,-0.292397336,4.7866707724,5.7219754125,660.76,14,16,5992.9952542694,0
665179.83623123,643.064,657.695,50,-2.0436109806,-0.2892905566,3.0977904421,2.721002597,-0.2799702185,658.8,21,14,11569.4072024259,0
659341.687256729,635.588,640.9133333333,50,-1.1525111636,1.1719944337,0.2788705343,-2.4426819049,-4.6053935912,630.16,21,14,7659.9330989043,1
668010.28037072,646.828,639.24,50,1.7870157201,1.2709281171,-0.2127543147,-0.1791463628,4.2471008657,657.49,21,14,5013.5105577484,0
662531.92359061,651.062,646.7033333333,41.6666666667,0.6663139151,-0.5976014592,-0.7034785394,1.2474789865,-1.7521428927,644.33,21,14,7031.1281085451,0
653399.445404379,645.542,648.2366666667,41.6666666667,-0.8520990506,-0.9951312586,0.208289519,-1.8111161544,-1.870089416,635.91,21,14,6048.0156909259,1
660879.235319759,647.16,649.2766666667,41.6666666667,0.2437125826,1.455989126,0.5256185461,1.6644992656,5.1990879471,666.33,21,14,6141.7318192967,1
667312.154940959,656.1,651.7766666667,41.6666666667,1.3706301312,0.6515124475,1.4527308943,3.1141410494,1.0291941517,674.55,21,14,5803.7491369786,1
672818.198077169,665.096,663.83,50,1.32344334,2.0923398982,3.4131496696,2.5201805308,4.0111669099,702.48,20,21,5298.8912841422,0
665497.878126929,667.534,663.9583333333,50,0.3738369277,0.9348185136,-0.4866046309,-1.2445040223,-6.5001749544,659.77,20,21,4665.8539525017,1
669788.010379809,676.782,669.67,58.3333333333,1.4076986134,0.45985128,0.2700703228,-1.6004779707,3.2992190129,678.74,20,21,5208.8028768696,0
666675.283257909,676.98,675.475,50,0.0296209914,-0.2202722986,-1.6307520348,0.803959425,-1.6913001629,669.09,20,21,5661.6633939648,1
670265.894386049,676.948,676.6,50,-0.0047422864,-1.0087195855,0.8217655375,-0.4169612002,0.8573777626,674.7,20,21,5711.8468691569,0
657578.916904649,664.09,670.4883333333,50,-1.919617728,-0.7744784214,-2.1323775662,-2.3529162678,-5.5632102981,638.89,20,21,5519.5776509509,1
664158.302117079,665.036,663.9083333333,58.3333333333,0.1431961736,-0.6458095363,-0.2973126607,-0.8746578724,3.8138945534,663,20,21,5788.6336324027,0
657978.151692229,658.522,662.16,50,-0.9811247821,-0.8035809368,-1.3572338366,0.7457543941,-2.3223857652,647.78,16,20,5303.1236254234,1
660291.501083369,654.486,656.895,58.3333333333,-0.6126304278,-0.9801324753,0.5475601322,-1.0856070783,0.1511716085,648.77,16,20,5346.6562786022,1
663269.637938699,649.41,653.625,66.6666666667,-0.7668497238,0.4322404198,-0.6949776248,0.1187264454,0.0862812823,649.32,16,20,6230.6109862032,1
667557.714213469,654.476,651.7616666667,66.6666666667,0.7784590369,0.0196001578,0.8002621321,1.1248073939,2.1633335055,663.52,16,20,6314.0485714624,0
660984.512182789,652.888,654.5733333333,58.3333333333,-0.2409631138,0.279392549,0.3221328625,0.4400586525,-1.2832162005,652.24,16,20,6134.4763771002,1
663376.946859619,655.152,653.9233333333,58.3333333333,0.3464827105,0.395310486,0.4983202205,-0.334186422,0.6148433565,660.3,16,20,6062.5265753188,1
666605.289502649,658.32,656.7266666667,66.6666666667,0.482450146,0.5814923619,0.0542119807,0.7229260714,0.8310087862,664.6,16,20,5507.4852472902,0
664922.613032089,660.946,659.0083333333,58.3333333333,0.4003884374,-0.0403478296,0.3739416274,0.2534907628,-0.3240272606,662.45,16,16,5197.3150933918,1
668360.383156839,664.15,664.045,66.6666666667,0.4771420435,0.9172316045,1.0180276871,1.1115371376,2.5471015358,679.54,16,16,4327.2666500006,0
665348.176922279,667.558,665.475,58.3333333333,0.5136060897,0.4882967729,0.3740594352,0.7231027831,-1.1008959697,673.45,16,16,4926.445251391,1
667252.611383699,670.434,668.545,66.6666666667,0.4316606346,0.3318235967,0.5504405492,-0.4478899441,0.2051160814,674.8,16,16,5393.2120326961,0
663833.986289539,670.92,669.8666666667,58.3333333333,0.0729933299,0.1722484775,-0.6193692086,-0.378605828,-0.9623277374,667.01,16,16,5000.2089137216,0
661330.943581869,671.228,669.765,58.3333333333,0.0464401162,-0.5787252388,-0.4046683285,-0.7095605334,-0.4567933293,663.25,16,16,5052.8108696458,0
656139.388516099,665.31,667.6816666667,50,-0.8904132364,-0.837792553,-1.1854287645,-1.2969792781,-2.1371652268,647.88,16,16,5234.8015447402,1
657423.910755429,661.994,663.6783333333,50,-0.4995665035,-0.6757371498,-0.5802069539,-0.6419137662,0.8533376945,655.52,14,16,5925.2777937692,1
658851.890658489,659.592,661.9066666667,50,-0.3598733747,-0.2092597841,-0.1267486023,0.8784597099,0.9035817254,659.64,14,16,3959.6575787137,0
656409.946648239,657.178,658.82,50,-0.3652171469,-0.3423231013,0.2559576071,-0.0427324365,-0.9890465984,655,14,16,4398.007211416,0
652857.117574269,654.628,656.1883333333,41.6666666667,-0.3877770252,0.0495700252,-0.2183525312,-0.7793196595,-0.5695927205,651.22,14,16,5610.8752985896,1
655522.060685639,655.334,654.4366666667,41.6666666667,0.1083298261,-0.077922141,-0.4050900965,-0.1131118455,0.3433690295,655.13,14,16,6103.6407477653,0
653612.824143559,654.844,654.9566666667,41.6666666667,-0.0748898544,-0.3195077493,-0.0963281329,0.1403041609,-0.0627607077,654.84,14,16,6110.8961899618,1
654909.972309829,653.472,654.805,41.6666666667,-0.208499852,-0.0133631653,0.1720466864,0.0863855148,0.2355317374,654.88,14,16,5512.9268289375,1
655629.132135299,653.414,653.6716666667,50,-0.0088574637,0.1313263505,0.0606454575,0.1223485401,0.0091653428,654.02,12,14,4898.6327229712,0
650695.512744919,647.932,648.4833333333,41.6666666667,-0.8600068502,-1.1608508201,-1.5268808575,-2.408087155,-4.8253396528,622.5,12,14,4606.601174564,0
645182.691370869,638.506,641.0016666667,41.6666666667,-1.4970910211,-1.8556735995,-2.5527420451,-3.833695739,-2.8420518252,606.84,12,14,41375.9729858171,0
623040.024031169,615.892,622.0883333333,41.6666666667,-3.8023036305,-4.8117624724,-6.4187384108,-7.2154377898,-11.5888237544,540,12,14,4745.6638166627,1
638493.610190769,597.654,607.1466666667,50,-3.0002856977,-3.7526484578,-3.3950847262,-3.6716011767,4.2456214011,563.99,12,14,5012.9059375654,1
646993.447118729,581.946,594.0666666667,50,-2.5559592442,-1.988614142,-1.7041349143,3.2382095058,2.2307976105,578.14,12,14,11443.646204354,0
642182.211279739,571.68,580.3716666667,41.6666666667,-1.7173031985,-1.4361160419,1.9481198623,0.7993690929,-0.6320594247,572.98,12,14,7728.2551795875,1
648203.520068839,568.306,574.6466666667,50,-0.5643316952,2.1917913197,1.5071812925,1.1453731335,2.9228056917,589.47,12,12,5727.5669939159,1
651113.829974879,578.8,572.3333333333,58.3333333333,1.8546219852,1.2568721312,0.9322303047,1.7143751694,0.5059446471,592.47,12,12,4576.9747855952,0
647931.977466359,584.492,580.98,50,0.9855711613,0.674264549,1.1097058735,0.2031559645,-0.0996327182,591.85,12,12,8228.8806911427,0
644757.271478439,585.816,584.2016666667,50,0.2284989648,0.4436385622,-0.382750481,-0.827098045,-1.5545633718,582.71,12,12,7286.88244597,1
649975.030534049,589.37,586.5583333333,50,0.6113464782,0.0334816748,-0.1240059826,-0.1361926148,1.2821781423,590.46,12,12,6801.3724389908,0
647431.346523129,588.518,588.6783333333,41.6666666667,-0.1450589487,-0.3078098476,-0.3772022241,0.2114783498,-0.8592214427,585.25,12,12,5450.6509500846,1
649608.725167079,587.206,588.0833333333,50,-0.222680893,-0.2534429368,0.1802638749,-0.3706932587,0.1178349252,585.34,12,12,5078.8095375165,0
648646.422868159,585.534,586.5916666667,50,-0.2845036915,0.0330112286,-0.3833777426,-0.1454558926,-0.4087467104,583.54,16,12,4689.4341396402,0
643833.534240719,582.736,582.7383333333,50,-0.4859945078,-0.9280376703,-0.9509764128,-1.4853820818,-2.5620174532,568.76,16,12,4142.2528739911,0
639199.788656169,577.792,579.8716666667,41.6666666667,-0.8556270072,-0.8547283984,-1.1789161729,-1.5640009041,-0.5659843551,564.2,16,12,4147.6944556384,1
644036.977375199,575.746,577.325,41.6666666667,-0.3527039114,-0.4703386206,-0.4908692573,0.5447048407,1.6553940364,574.95,16,12,4770.4532441672,0
639928.379724499,572.746,574.94,41.6666666667,-0.5186923029,-0.546178701,0.1257675497,0.4716435021,-0.7121070322,570.91,16,12,5092.1111815433,1
643895.663849609,570.34,572.5366666667,41.6666666667,-0.4166348358,0.1197108185,0.3482758764,-0.3052832036,0.101540625,571.51,16,12,5256.5678713295,1
648547.669064269,571.17,570.7683333333,41.6666666667,0.1454016757,0.3232481835,-0.1208004342,0.1748528648,0.2481651046,572.98,16,12,6119.9654927073,1
650979.455908089,573.636,572.2883333333,50,0.4313505137,0.125339633,0.4044885214,0.5559624696,0.8637598346,577.7,12,16,5073.9725760522,0
649839.693665359,574.148,574.2883333333,50,0.0888473879,0.2890859929,0.3516011155,0.403319121,-0.0571215926,577.55,12,16,4133.1835712455,1
654925.756231129,576.522,575.5866666667,50,0.4115635525,0.4890692843,0.5693706776,0.4221760991,0.9014737908,582.78,12,16,4431.8659416662,0
650743.710331739,578.27,577.14,50,0.3035518278,0.3173985086,0.1352780666,0.2314778962,-0.4385179984,580.27,12,16,5075.7864366013,0
647752.695724159,579.204,578.155,41.6666666667,0.1623664925,-0.012981843,0.0017314069,-0.4481397851,-0.4577615718,577.65,12,16,5379.3057684862,0
643521.288713799,578.77,578.6216666667,41.6666666667,-0.0752434594,-0.0797739261,-0.4068564984,-0.3910257485,-0.3242899251,575.75,12,16,5586.0858710851,1
646821.586457079,579.016,578.7716666667,50,0.0425484235,-0.1721829183,-0.0834045583,0.1037739485,0.5318378221,577.92,12,16,5381.1196290353,0
644119.006095259,576.122,577.2316666667,50,-0.5028542431,-0.5189383043,-0.5393305484,-0.64685086,-1.8255395422,567.51,11,12,5104.203585204,1
645153.082794849,574.716,575.635,50,-0.2437976141,-0.1903066247,-0.1456455245,-0.4843871978,0.8567651466,573.2,11,12,4308.5234243265,0
642820.073877779,573.5,574.18,50,-0.2116495541,-0.1834894614,-0.4219318892,0.2798719373,-0.2970212719,570.74,11,12,4560.6500406532,1
647259.428083209,573.54,573.9016666667,50,0.006946736,-0.1242760356,0.4428118,0.2358351267,0.7686915253,575.88,11,12,5273.4972364546,0
643341.602876159,571.934,573.075,41.6666666667,-0.27942309,0.107106023,-0.1427803515,-0.0656598912,-0.9000113078,570.75,11,12,5239.6385062045,1
646174.813365749,572.482,571.7866666667,41.6666666667,0.0961945402,-0.0939481114,-0.0262570579,-0.4237313495,0.0525486087,571.05,11,12,5545.5763188215,1
649171.468040829,572.242,572.4016666667,50,-0.0419140915,0.0218627036,-0.2270802369,0.1093852985,0.1662219883,572,11,12,5197.3150933918,1
653817.245381019,576.944,576.0366666667,50,0.8062745778,0.815670341,1.3875642239,2.0550720315,3.9439220747,596.25,12,11,4906.4927853507,1
657768.444172499,582.506,581.4066666667,58.3333333333,0.9431823161,1.403980722,1.8544580932,2.6985761456,1.4532302164,605.72,12,11,4442.1444847778,0
653930.268584899,589.052,586.0016666667,58.3333333333,1.1152322912,1.3809032119,1.7857969531,0.7067343922,-0.0397614319,604.98,12,11,4774.0809652655,1
657968.606130629,596.474,592.2366666667,66.6666666667,1.2592246749,1.5324753465,0.7286597705,0.3663745475,0.7725105269,608.93,12,11,5465.1618344775,1
662471.316857149,605.106,599.5883333333,66.6666666667,1.4548681038,0.8326046111,0.6257294093,0.95847483,1.1444391331,614.44,12,11,5667.7095957952,1
666826.269373539,611.238,608.5333333333,75,1.0048972686,0.8928140316,1.2036725194,1.4192535157,1.6940678983,625.67,12,11,5699.1498453131,0
663552.193722679,614.896,613.0333333333,66.6666666667,0.5969131098,0.7560817452,0.7506054846,0.5536886604,-0.5866905774,622.01,12,11,6071.5958780643,0
662024.356187549,618.53,616.0216666667,66.6666666667,0.5932866685,0.548480704,0.3498278942,-0.3222921078,-0.0578936381,621.65,11,12,5514.7406894866,0
656687.404615849,618.162,616.495,58.3333333333,-0.0606021147,-0.3618624267,-1.047172535,-1.2774135138,-2.4969333895,604.08,11,12,4968.7686642036,1
660199.686986359,616.738,616.475,66.6666666667,-0.2328345459,-0.714560157,-0.7571833502,-1.1068282062,0.2832769772,606.4,11,12,4770.4532441672,0
656728.159811569,613.096,615.1916666667,58.3333333333,-0.5907349226,-0.5917460089,-0.7696967991,0.0939214961,-0.095433985,607.45,11,12,6152.0103624083,1
659623.620263469,610.394,612.33,58.3333333333,-0.4391851471,-0.5345080243,0.1196337641,0.0378121576,0.1710583002,608.5,11,12,6671.9837198207,0
656537.953315789,607.406,609.78,50,-0.4865263195,0.016075448,-0.0729917284,-0.0617706001,-0.2945995004,606.65,11,12,6313.4439512794,0
653925.073239439,607.28,607.12,41.6666666667,-0.0207919095,-0.0968091312,-0.0972675133,-0.23143042,-0.1682613396,607.04,11,12,6213.6816210782,0
652807.586162899,606.492,606.75,41.6666666667,-0.1300184426,-0.138664557,-0.2419055094,-0.2155585139,-0.2628556883,602.93,12,11,6296.5145861543,1
654114.641275819,606.6,606.7433333333,41.6666666667,0.0177710508,-0.0205507615,0.0707988181,0.1903288969,0.6435134821,608,12,11,5462.1387335623,1
656591.231673269,606.644,606.9533333333,41.6666666667,0.0072295888,0.0826868611,0.1663362614,0.3809322362,0.1183509902,608.73,12,11,5578.8304288886,0
653910.784067639,605.49,605.6933333333,33.3333333333,-0.1911164296,-0.1968302022,-0.1748217068,-0.5839893013,-1.2863295927,600.85,12,11,5794.6798342331,0
650239.592154999,603.444,603.8183333333,33.3333333333,-0.3406817587,-0.3601382763,-0.6946888624,-1.1012087887,-0.9160879847,595.46,12,11,5969.415067131,0
647818.137328839,601.706,602.105,33.3333333333,-0.2897900654,-0.5231159523,-0.7369382665,-0.4622426034,-0.0083972222,595.42,12,11,5613.8983995048,1
651826.020087449,600.39,601.6583333333,41.6666666667,-0.2176271246,-0.3016216533,0.0266143266,0.4979654822,1.0043281866,600.47,12,11,5987.5536726221,0
650685.787049639,598.512,600.2133333333,33.3333333333,-0.3109205451,-0.0670682832,0.2159382839,0.328106037,-0.3481161125,600.05,12,12,4897.4234826052,0
649598.951251099,598.12,598.59,33.3333333333,-0.0653377473,0.1473498121,0.1992654901,-0.2032658581,-0.0584156036,598.95,12,12,5344.842418053,1
653655.344966609,600.322,599.5116666667,33.3333333333,0.3664209386,0.4601254787,0.2787245761,0.5921449205,1.2427054446,606.7,12,12,4620.5074387739,0
650599.528596229,602.092,600.9783333333,33.3333333333,0.2950865003,0.1177760788,0.2730734758,0.4388180156,-0.3650694134,605.07,12,12,5762.6349645321,0
648396.778968019,602.598,602.4016666667,33.3333333333,0.0839577463,0.191976211,0.2754401492,-0.2081924985,-0.0513155837,603.93,12,12,5143.5038971015,1
651114.798161249,603.852,603.0983333333,41.6666666667,0.2081467502,0.2747873387,-0.04785203,0.1107566618,0.2728289072,605.59,12,12,4913.7482275472,1
653748.243054099,605.702,604.5816666667,41.6666666667,0.3064978266,0.0724459221,0.2182843673,0.3530843428,0.4333397783,608.23,12,12,4845.4261468639,1
655207.086799229,607.004,606.915,41.6666666667,0.2135409191,0.3581935022,0.4946965308,0.6056303427,0.777920907,612.98,12,12,5133.8299741729,0
653800.027506729,607.872,607.27,41.6666666667,0.1431333715,0.1917456103,0.1647178447,0.0304068778,-0.7171071514,608.6,12,12,4589.0671892559,1
656045.919853289,609.314,608.42,50,0.2373475527,0.228477214,0.1601896926,-0.1486759146,0.4197553222,612.84,12,12,4626.5536406043,0
653090.496015129,609.632,608.96,50,0.0524410957,-0.042783575,-0.3163517356,-0.1159740278,-0.6517033777,607.19,12,12,5046.7646678155,1
655501.422128739,609.684,609.4416666667,50,0.0085475706,-0.1837957634,-0.0060253008,-0.2189156123,0.2138721531,608.01,12,12,5650.1756104871,1
657541.242485449,609.138,609.7783333333,58.3333333333,-0.0892719941,0.0676867953,-0.0496693804,0.2513476183,0.2888230834,610.25,12,12,5493.5789830803,1
661575.064339829,610.394,610.095,66.6666666667,0.2053177871,0.1517084033,0.4195123303,0.5223324189,0.7558417543,614.88,12,12,5229.3599630928,0
660686.404318719,611.03,611.0516666667,58.3333333333,0.1037946026,0.2926690977,0.3189347459,0.3339905771,-0.0878606002,614.34,11,12,5365.3995042763,0
659512.143179849,612.204,611.3683333333,58.3333333333,0.1924210704,0.1870582997,0.1531367052,-0.1482158194,-0.2085710386,612.12,11,12,4247.4567858397,1
661807.666208309,613.706,612.8366666667,66.6666666667,0.2453297019,0.2344563565,0.0606612239,0.1349221359,0.4784153105,616.37,11,12,4279.5016555407,1
